geolocation,Year,indicator,value,Target_Number
Region 3: Central Luzon,2003,3.7.2 Teenage pregnancy rates per 1000,42,3.7.
Region 3: Central Luzon,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2008,3.7.2 Teenage pregnancy rates per 1000,69,3.7.
Region 3: Central Luzon,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2013,3.7.2 Teenage pregnancy rates per 1000,63,3.7.
Region 3: Central Luzon,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2017,3.7.2 Teenage pregnancy rates per 1000,61,3.7.
Region 3: Central Luzon,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 3: Central Luzon,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2003,3.7.2 Teenage pregnancy rates per 1000,44,3.7.
Region 4A: CALABARZON,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2008,3.7.2 Teenage pregnancy rates per 1000,63,3.7.
Region 4A: CALABARZON,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2013,3.7.2 Teenage pregnancy rates per 1000,58,3.7.
Region 4A: CALABARZON,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2017,3.7.2 Teenage pregnancy rates per 1000,37,3.7.
Region 4A: CALABARZON,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 4A: CALABARZON,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2003,3.7.2 Teenage pregnancy rates per 1000,60,3.7.
Region 5: Bicol Region,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2008,3.7.2 Teenage pregnancy rates per 1000,63,3.7.
Region 5: Bicol Region,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2013,3.7.2 Teenage pregnancy rates per 1000,59,3.7.
Region 5: Bicol Region,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2017,3.7.2 Teenage pregnancy rates per 1000,36,3.7.
Region 5: Bicol Region,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 5: Bicol Region,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2003,3.7.2 Teenage pregnancy rates per 1000,57,3.7.
Region 6: Western Visayas,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2008,3.7.2 Teenage pregnancy rates per 1000,41,3.7.
Region 6: Western Visayas,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2013,3.7.2 Teenage pregnancy rates per 1000,58,3.7.
Region 6: Western Visayas,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2017,3.7.2 Teenage pregnancy rates per 1000,38,3.7.
Region 6: Western Visayas,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 6: Western Visayas,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2003,3.7.2 Teenage pregnancy rates per 1000,45,3.7.
Region 7: Central Visayas,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2008,3.7.2 Teenage pregnancy rates per 1000,58,3.7.
Region 7: Central Visayas,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2013,3.7.2 Teenage pregnancy rates per 1000,49,3.7.
Region 7: Central Visayas,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2017,3.7.2 Teenage pregnancy rates per 1000,47,3.7.
Region 7: Central Visayas,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 7: Central Visayas,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2003,3.7.2 Teenage pregnancy rates per 1000,48,3.7.
Region 8: Eastern Visayas,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2008,3.7.2 Teenage pregnancy rates per 1000,60,3.7.
Region 8: Eastern Visayas,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2013,3.7.2 Teenage pregnancy rates per 1000,50,3.7.
Region 8: Eastern Visayas,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2017,3.7.2 Teenage pregnancy rates per 1000,50,3.7.
Region 8: Eastern Visayas,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 8: Eastern Visayas,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2003,3.7.2 Teenage pregnancy rates per 1000,82,3.7.
Region 9: Zamboanga Peninsula,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2008,3.7.2 Teenage pregnancy rates per 1000,62,3.7.
Region 9: Zamboanga Peninsula,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2013,3.7.2 Teenage pregnancy rates per 1000,43,3.7.
Region 9: Zamboanga Peninsula,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2017,3.7.2 Teenage pregnancy rates per 1000,54,3.7.
Region 9: Zamboanga Peninsula,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 9: Zamboanga Peninsula,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2003,3.7.2 Teenage pregnancy rates per 1000,56,3.7.
Region 10: Northern Mindanao,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2008,3.7.2 Teenage pregnancy rates per 1000,43,3.7.
Region 10: Northern Mindanao,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2013,3.7.2 Teenage pregnancy rates per 1000,62,3.7.
Region 10: Northern Mindanao,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2017,3.7.2 Teenage pregnancy rates per 1000,81,3.7.
Region 10: Northern Mindanao,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 10: Northern Mindanao,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2003,3.7.2 Teenage pregnancy rates per 1000,42,3.7.
Region 11: Davao Region,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2008,3.7.2 Teenage pregnancy rates per 1000,68,3.7.
Region 11: Davao Region,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2013,3.7.2 Teenage pregnancy rates per 1000,54,3.7.
Region 11: Davao Region,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2017,3.7.2 Teenage pregnancy rates per 1000,87,3.7.
Region 11: Davao Region,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 11: Davao Region,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2003,3.7.2 Teenage pregnancy rates per 1000,90,3.7.
Region 12: SOCCSKSARGEN,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2008,3.7.2 Teenage pregnancy rates per 1000,64,3.7.
Region 12: SOCCSKSARGEN,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2013,3.7.2 Teenage pregnancy rates per 1000,58,3.7.
Region 12: SOCCSKSARGEN,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2017,3.7.2 Teenage pregnancy rates per 1000,91,3.7.
Region 12: SOCCSKSARGEN,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
Region 12: SOCCSKSARGEN,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2000,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2001,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2002,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2003,3.7.2 Teenage pregnancy rates per 1000,52,3.7.
CAR: Cordillera Administrative Region,2004,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2005,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2006,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2007,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2008,3.7.2 Teenage pregnancy rates per 1000,34,3.7.
CAR: Cordillera Administrative Region,2009,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2010,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2011,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2012,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2013,3.7.2 Teenage pregnancy rates per 1000,53,3.7.
CAR: Cordillera Administrative Region,2014,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2015,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2016,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2017,3.7.2 Teenage pregnancy rates per 1000,25,3.7.
CAR: Cordillera Administrative Region,2018,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2019,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2020,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2021,3.7.2 Teenage pregnancy rates per 1000,,3.7.
CAR: Cordillera Administrative Region,2022,3.7.2 Teenage pregnancy rates per 1000,,3.7.
NCR: National Capital Region,2000,4.1.0 Elem Completion Rate,63.87,4.1.
NCR: National Capital Region,2001,4.1.0 Elem Completion Rate,74.29,4.1.
NCR: National Capital Region,2002,4.1.0 Elem Completion Rate,84.35,4.1.
NCR: National Capital Region,2003,4.1.0 Elem Completion Rate,83.81,4.1.
NCR: National Capital Region,2004,4.1.0 Elem Completion Rate,82.1,4.1.
